yr,mon,week,yearwk,us,hfca,mal_notest_a_chw,mal_notest_a_hf,mal_notest_b_chw,mal_notest_b_hf,mal_htz_a_chw,mal_htz_a_hf,mal_htz_b_chw,mal_htz_b_hf,mal_rdt_a_chw,mal_rdt_a_hf,mal_rdt_b_chw,mal_rdt_b_hf,mal_ttal_a_chw,mal_ttal_a_hf,mal_ttal_b_chw,mal_ttal_b_hf,mal_ttas_a_chw,mal_ttas_a_hf,mal_ttas_b_chw,mal_ttas_b_hf,tot_htz_a_chw,tot_htz_a_hf,tot_htz_b_chw,tot_htz_b_hf,tot_rdt_a_chw,tot_rdt_a_hf,tot_rdt_b_chw,tot_rdt_b_hf,tot_a_chw,tot_a_hf,tot_b_chw,tot_b_hf,len
2016,5,18,2016W18,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,2,0,3,0,5,5,9,30,7
2016,5,18,2016W18,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,5,0,0,0,5,0,,0,,0,,0,,0,0,2,5,4,0,10,14,46,7
2016,5,18,2016W18,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,2,1,2,12,8,6,10,31,7
2016,5,18,2016W18,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,5,18,2016W18,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,5,19,2016W19,Magude-Sede,cs_magude,0,0,0,0,,4,,18,1,0,9,4,1,4,9,22,,0,,0,,39,,75,9,1,14,5,29,240,77,547,7
2016,5,19,2016W19,Facazissa,cs_facazissa,0,0,0,0,,0,,0,6,0,18,3,6,0,18,3,,0,,0,,0,,0,10,3,31,11,13,19,58,60,7
2016,5,19,2016W19,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,4,0,0,0,4,,0,,0,,0,,0,0,1,0,13,0,36,0,115,7
2016,5,19,2016W19,Motaze,cs_motaze,0,0,0,0,,0,,0,8,1,12,17,8,1,12,17,,0,,0,,0,,0,23,10,33,44,32,73,83,289,7
2016,5,19,2016W19,Panjane,cs_panjane,0,0,0,0,,0,,0,2,1,3,3,2,1,3,3,,0,,0,,0,,0,2,4,5,19,7,17,28,73,7
2016,5,19,2016W19,Mahel,cs_mahel,0,0,0,0,,0,,0,2,0,7,0,2,0,7,0,,0,,0,,0,,0,2,0,7,3,3,3,14,27,7
2016,5,19,2016W19,Chicutso,cs_chicutso,0,0,0,0,,0,,0,1,0,0,3,1,0,0,3,,0,,0,,0,,0,1,1,0,11,1,19,7,50,7
2016,5,19,2016W19,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,1,0,5,0,1,0,5,,0,,0,,0,,0,0,4,0,21,0,19,0,60,7
2016,5,19,2016W19,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,5,19,2016W19,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,1,2,2016W2,Magude-Sede,cs_magude,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,6,0,1,0,11,0,20,0,240,6
2016,1,2,2016W2,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,3,0,6,0,22,0,64,6
2016,1,2,2016W2,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,0,0,4,0,16,0,73,6
2016,1,2,2016W2,Motaze,cs_motaze,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,3,0,8,0,20,0,53,6
2016,1,2,2016W2,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,3,0,13,0,58,6
2016,1,2,2016W2,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,1,0,5,0,21,6
2016,1,2,2016W2,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,1,0,8,0,33,6
2016,1,2,2016W2,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,5,0,7,0,37,6
2016,1,2,2016W2,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2016,1,2,2016W2,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2016,5,20,2016W20,Magude-Sede,cs_magude,0,0,0,0,,3,,7,2,1,13,2,2,4,13,9,,0,,0,,25,,56,12,2,39,9,42,212,130,611,7
2016,5,20,2016W20,Facazissa,cs_facazissa,0,0,0,0,,0,,0,10,2,18,4,10,2,18,4,,0,,0,,0,,0,13,4,43,9,13,22,62,53,7
2016,5,20,2016W20,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,3,0,6,0,22,0,69,7
2016,5,20,2016W20,Motaze,cs_motaze,0,0,0,0,,0,,0,5,3,11,19,5,3,11,19,,0,,0,,0,,0,24,16,30,41,39,24,108,229,7
2016,5,20,2016W20,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,6,0,7,0,25,0,54,7
2016,5,20,2016W20,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,2,2,0,0,2,2,,0,,0,,0,,0,0,1,2,7,3,7,4,23,7
2016,5,20,2016W20,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,2,0,0,0,2,0,,0,,0,,0,,0,0,0,2,4,0,18,7,50,7
2016,5,20,2016W20,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,1,0,3,0,1,0,3,,0,,0,,0,,0,0,2,0,19,0,20,0,62,7
2016,5,20,2016W20,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,5,20,2016W20,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,5,21,2016W21,Magude-Sede,cs_magude,0,0,0,0,,2,,10,1,0,10,3,1,2,10,13,,0,,0,,17,,56,6,5,50,10,26,147,115,695,7
2016,5,21,2016W21,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,2,0,3,0,2,0,3,,0,,0,,0,,0,0,2,0,11,0,18,0,51,7
2016,5,21,2016W21,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,6,0,0,0,6,,0,,0,,0,,0,0,2,0,15,0,34,0,76,7
2016,5,21,2016W21,Motaze,cs_motaze,0,0,0,0,,0,,0,7,0,15,6,0,0,0,6,,0,,0,,0,,0,18,5,39,19,36,78,79,237,7
2016,5,21,2016W21,Panjane,cs_panjane,0,0,0,0,,0,,0,0,1,1,1,0,1,1,1,,0,,0,,0,,0,0,4,4,19,1,19,12,85,7
2016,5,21,2016W21,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,1,1,0,0,1,1,,0,,0,,0,,0,2,1,3,3,4,5,17,16,7
2016,5,21,2016W21,Chicutso,cs_chicutso,0,0,0,0,,0,,0,1,1,0,1,1,1,0,1,,0,,0,,0,,0,3,3,1,4,7,16,19,55,7
2016,5,21,2016W21,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,4,0,0,0,4,,0,,0,,0,,0,1,1,1,6,2,15,9,40,7
2016,5,21,2016W21,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,5,21,2016W21,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,6,22,2016W22,Magude-Sede,cs_magude,0,0,0,0,,5,,12,7,1,13,8,7,6,13,20,,0,,0,,22,,73,17,3,49,28,57,217,171,610,7
2016,6,22,2016W22,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,3,0,11,0,25,0,58,7
2016,6,22,2016W22,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,4,0,0,0,4,,0,,0,,0,,0,0,0,0,11,0,17,0,58,7
2016,6,22,2016W22,Motaze,cs_motaze,0,0,0,0,,0,,0,0,1,0,8,0,1,0,8,,0,,0,,0,,0,2,8,5,65,13,63,38,28,7
2016,6,22,2016W22,Panjane,cs_panjane,0,0,0,0,,0,,0,1,0,1,5,1,0,1,5,,0,,0,,0,,0,1,8,5,20,3,16,20,75,7
2016,6,22,2016W22,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,3,0,0,0,3,0,,0,,0,,0,,0,0,2,5,7,2,2,20,23,7
2016,6,22,2016W22,Chicutso,cs_chicutso,0,0,0,0,,0,,0,2,0,1,1,2,0,1,1,,0,,0,,0,,0,2,1,1,4,8,14,14,33,7
2016,6,22,2016W22,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,2,0,6,0,9,0,42,7
2016,6,22,2016W22,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,14,0,51,7
2016,6,22,2016W22,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,6,23,2016W23,Magude-Sede,cs_magude,0,0,0,0,,3,,12,0,0,0,9,0,3,0,21,,0,,0,,21,,69,0,5,0,15,0,288,0,945,7
2016,6,23,2016W23,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,4,0,9,0,18,0,62,7
2016,6,23,2016W23,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,2,0,5,0,22,0,52,7
2016,6,23,2016W23,Motaze,cs_motaze,0,0,0,0,,0,,0,2,2,3,12,2,2,3,12,,0,,0,,0,,0,7,15,8,52,14,96,73,280,7
2016,6,23,2016W23,Panjane,cs_panjane,0,0,0,0,,0,,0,2,0,3,5,2,0,3,5,,0,,0,,0,,0,2,4,5,19,7,17,28,73,7
2016,6,23,2016W23,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,0,0,3,6,1,2,6,23,7
2016,6,23,2016W23,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,1,1,0,0,1,1,,0,,0,,0,,0,1,3,2,11,7,16,12,51,7
2016,6,23,2016W23,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,1,0,1,,0,,0,,1,,1,0,2,0,13,0,15,0,53,7
2016,6,23,2016W23,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,40,0,73,7
2016,6,23,2016W23,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,6,24,2016W24,Magude-Sede,cs_magude,0,0,0,0,,7,,22,0,2,10,5,0,9,10,27,,0,,0,,23,,63,11,3,39,10,47,281,123,628,7
2016,6,24,2016W24,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,2,0,3,0,2,0,3,,0,,0,,0,,0,0,4,0,13,0,28,0,73,7
2016,6,24,2016W24,Moine,cs_moine,0,0,0,0,,0,,0,0,1,0,4,0,1,0,4,,0,,0,,0,,0,0,2,0,11,0,21,0,80,7
2016,6,24,2016W24,Motaze,cs_motaze,0,0,0,0,,0,,0,8,1,16,4,8,1,16,4,,0,,0,,0,,0,23,7,38,17,31,67,124,260,7
2016,6,24,2016W24,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,2,0,16,0,17,0,56,7
2016,6,24,2016W24,Mahel,cs_mahel,0,0,0,0,,0,,0,2,0,7,1,2,0,7,1,,0,,0,,0,,0,2,2,9,6,5,14,21,53,7
2016,6,24,2016W24,Chicutso,cs_chicutso,0,0,0,0,,0,,0,1,0,1,4,1,0,1,4,,0,,0,,0,,0,2,2,3,7,2,9,8,32,7
2016,6,24,2016W24,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,1,0,8,0,27,0,53,7
2016,6,24,2016W24,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,2,0,5,0,2,0,5,,0,,0,,0,,0,0,4,0,18,0,37,0,89,7
2016,6,24,2016W24,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,6,25,2016W25,Magude-Sede,cs_magude,0,0,0,0,,1,,15,2,0,10,3,2,1,10,18,,0,,0,,17,,42,7,4,27,9,33,217,92,583,7
2016,6,25,2016W25,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,1,0,0,0,1,0,0,,0,,0,,0,,0,0,3,0,6,0,33,0,35,7
2016,6,25,2016W25,Moine,cs_moine,0,0,0,0,,0,,0,0,2,0,9,0,2,0,9,,0,,0,,0,,0,0,3,0,17,0,25,0,84,7
2016,6,25,2016W25,Motaze,cs_motaze,0,0,0,0,,0,,0,0,3,0,5,0,3,0,5,,0,,0,,0,,0,0,7,0,20,0,57,0,220,7
2016,6,25,2016W25,Panjane,cs_panjane,0,0,0,0,,0,,0,0,4,2,7,0,4,2,7,,0,,0,,0,,0,0,7,3,22,4,20,9,71,7
2016,6,25,2016W25,Mahel,cs_mahel,0,0,0,0,,0,,0,1,0,3,0,1,0,3,0,,0,,0,,0,,0,2,5,6,2,6,12,11,28,7
2016,6,25,2016W25,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,1,0,1,0,1,0,1,,0,,0,,0,,0,0,2,0,8,0,10,0,54,7
2016,6,25,2016W25,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,1,0,5,0,3,0,36,7
2016,6,25,2016W25,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,1,0,16,0,1,0,16,,0,,0,,0,,0,0,4,0,40,0,17,0,101,7
2016,6,25,2016W25,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,6,26,2016W26,Magude-Sede,cs_magude,0,0,0,0,,4,,9,1,1,7,4,1,5,7,13,,0,,0,,20,,51,16,3,38,9,42,255,112,720,7
2016,6,26,2016W26,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,0,0,0,0,2,,0,,0,,0,,2,0,5,0,6,0,21,0,38,7
2016,6,26,2016W26,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,5,0,0,0,5,,0,,0,,0,,0,0,2,0,12,0,39,0,106,7
2016,6,26,2016W26,Motaze,cs_motaze,0,0,0,0,,0,,0,0,3,6,5,0,3,6,5,,0,,0,,0,,0,4,17,12,26,8,63,56,225,7
2016,6,26,2016W26,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,2,0,4,0,26,0,61,7
2016,6,26,2016W26,Mahel,cs_mahel,0,0,0,0,,0,,0,0,1,1,1,0,1,1,1,,0,,0,,0,,0,2,4,2,6,3,9,13,39,7
2016,6,26,2016W26,Chicutso,cs_chicutso,0,0,0,0,,0,,0,2,0,1,2,2,0,1,2,,0,,0,,0,,0,2,1,1,5,2,16,8,35,7
2016,6,26,2016W26,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,4,0,0,0,4,,0,,0,,0,,0,0,3,0,9,0,20,0,47,7
2016,6,26,2016W26,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,3,0,8,0,3,0,8,,0,,0,,0,,0,0,7,0,26,0,19,0,88,7
2016,6,26,2016W26,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,7,27,2016W27,Magude-Sede,cs_magude,0,0,0,0,,2,,5,6,0,15,4,6,2,15,9,,0,,0,,31,,44,14,2,57,11,62,214,176,609,7
2016,7,27,2016W27,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,3,0,7,0,15,0,49,7
2016,7,27,2016W27,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,1,0,7,0,29,0,87,7
2016,7,27,2016W27,Motaze,cs_motaze,0,0,0,0,,0,,0,2,3,7,3,2,3,7,3,,0,,0,,0,,0,4,8,10,22,14,57,52,163,7
2016,7,27,2016W27,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,1,0,10,0,13,0,64,7
2016,7,27,2016W27,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,2,1,0,5,3,12,12,27,7
2016,7,27,2016W27,Chicutso,cs_chicutso,0,0,0,0,,0,,0,1,0,0,1,1,0,0,1,,0,,0,,0,,0,1,2,0,3,1,13,12,37,7
2016,7,27,2016W27,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,1,0,0,0,1,0,0,,0,,0,,0,,0,0,2,0,2,0,9,0,35,7
2016,7,27,2016W27,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,3,0,7,0,3,0,7,,0,,0,,0,,0,0,5,0,19,0,11,0,50,7
2016,7,27,2016W27,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,7,28,2016W28,Magude-Sede,cs_magude,0,0,0,0,,4,,4,0,1,4,9,0,5,4,13,,0,,0,,30,,55,18,1,36,11,48,223,99,584,7
2016,7,28,2016W28,Facazissa,cs_facazissa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,16,5,12,16,27,34,7
2016,7,28,2016W28,Moine,cs_moine,0,0,0,0,,0,,0,0,2,0,10,0,2,0,10,,0,,0,,0,,0,0,5,0,19,0,13,0,76,7
2016,7,28,2016W28,Motaze,cs_motaze,0,0,0,0,,0,,0,4,2,9,8,4,2,9,8,,0,,0,,0,,0,6,9,20,22,15,45,54,200,7
2016,7,28,2016W28,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,6,0,10,0,21,0,59,7
2016,7,28,2016W28,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,2,0,2,8,3,1,10,23,7
2016,7,28,2016W28,Chicutso,cs_chicutso,0,0,0,0,,0,,0,1,0,2,1,1,0,2,1,,0,,0,,0,,0,1,0,2,3,3,17,6,40,7
2016,7,28,2016W28,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,1,0,2,0,1,0,2,,0,,0,,0,,0,0,2,0,10,0,13,0,59,7
2016,7,28,2016W28,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,4,0,8,0,4,0,8,,0,,0,,0,,0,0,6,0,17,0,15,0,75,7
2016,7,28,2016W28,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,7,29,2016W29,Magude-Sede,cs_magude,0,0,0,0,,2,,9,1,2,0,6,1,4,0,15,,0,,0,,2,,17,8,23,16,27,26,211,75,638,7
2016,7,29,2016W29,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,6,0,37,7
2016,7,29,2016W29,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,5,0,0,0,5,,0,,0,,0,,0,0,2,0,10,0,30,0,52,7
2016,7,29,2016W29,Motaze,cs_motaze,0,0,0,0,,0,,0,4,1,4,3,4,1,4,3,,0,,0,,0,,0,8,4,15,14,24,50,51,231,7
2016,7,29,2016W29,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,4,0,11,0,19,0,54,7
2016,7,29,2016W29,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,4,0,7,0,13,7
2016,7,29,2016W29,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,0,3,1,11,1,13,4,62,7
2016,7,29,2016W29,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,5,0,2,0,17,7
2016,7,29,2016W29,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,1,0,5,0,1,0,5,,0,,0,,0,,0,0,5,0,15,0,11,0,40,7
2016,7,29,2016W29,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,1,3,2016W3,Magude-Sede,cs_magude,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,4,0,2,0,14,0,25,0,174,6
2016,1,3,2016W3,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,7,0,4,0,17,0,44,6
2016,1,3,2016W3,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,0,0,4,0,23,0,67,6
2016,1,3,2016W3,Motaze,cs_motaze,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,4,0,1,0,13,0,35,6
2016,1,3,2016W3,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,2,0,34,0,104,6
2016,1,3,2016W3,Mahel,cs_mahel,0,0,0,0,,0,,0,0,1,0,1,0,1,0,1,,0,,0,,0,,0,0,3,0,1,0,10,0,28,6
2016,1,3,2016W3,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,3,0,12,0,42,6
2016,1,3,2016W3,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,3,0,10,0,68,6
2016,1,3,2016W3,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2016,1,3,2016W3,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2016,7,30,2016W30,Magude-Sede,cs_magude,0,0,0,0,,1,,0,1,0,3,7,1,1,3,7,,0,,0,,7,,7,2,4,6,30,17,243,53,483,7
2016,7,30,2016W30,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,1,0,7,0,17,0,53,7
2016,7,30,2016W30,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,4,0,4,0,38,0,63,7
2016,7,30,2016W30,Motaze,cs_motaze,0,0,0,0,,0,,0,3,2,8,3,3,2,8,2,,0,,1,,0,,0,9,10,15,34,27,79,81,219,7
2016,7,30,2016W30,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,9,0,10,0,19,0,52,7
2016,7,30,2016W30,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,4,2,5,6,30,7
2016,7,30,2016W30,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,0,0,6,4,12,6,80,7
2016,7,30,2016W30,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,4,0,6,0,23,7
2016,7,30,2016W30,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,2,0,2,0,2,0,2,,0,,0,,0,,0,0,7,0,12,0,22,0,54,7
2016,7,30,2016W30,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,8,31,2016W31,Magude-Sede,cs_magude,0,0,0,0,,2,,1,1,3,4,5,1,5,4,6,,0,,0,,10,,1,14,16,28,28,41,211,119,376,7
2016,8,31,2016W31,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,2,0,6,0,15,0,48,7
2016,8,31,2016W31,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,2,0,11,0,39,7
2016,8,31,2016W31,Motaze,cs_motaze,0,0,0,0,,0,,0,1,1,4,2,1,1,4,2,,0,,0,,0,,0,3,9,9,23,6,69,31,158,7
2016,8,31,2016W31,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,3,0,5,0,16,0,53,7
2016,8,31,2016W31,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,2,5,4,10,15,7
2016,8,31,2016W31,Chicutso,cs_chicutso,0,0,0,0,,0,,0,1,0,0,0,1,0,0,0,,0,,0,,0,,0,1,7,0,1,9,15,3,37,7
2016,8,31,2016W31,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,1,0,0,0,1,0,0,,0,,0,,0,,0,0,4,0,6,0,29,0,31,7
2016,8,31,2016W31,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,7,0,0,0,7,,0,,0,,0,,0,0,3,0,14,0,19,0,49,7
2016,8,31,2016W31,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,8,32,2016W32,Magude-Sede,cs_magude,0,0,0,0,,1,,3,0,1,4,2,0,2,4,5,,0,,0,,17,,22,12,10,28,27,23,224,78,523,7
2016,8,32,2016W32,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,3,0,5,0,23,0,57,7
2016,8,32,2016W32,Moine,cs_moine,0,0,0,0,,0,,0,0,1,0,0,0,1,0,0,,0,,0,,0,,0,0,3,0,3,0,23,0,46,7
2016,8,32,2016W32,Motaze,cs_motaze,0,0,0,0,,0,,0,0,3,0,5,0,3,0,5,,0,,0,,0,,0,1,12,4,57,3,54,20,248,7
2016,8,32,2016W32,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,5,0,8,0,15,0,75,7
2016,8,32,2016W32,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,1,0,2,0,5,1,20,7
2016,8,32,2016W32,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,1,4,0,5,2,16,4,44,7
2016,8,32,2016W32,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,1,0,5,0,8,0,52,7
2016,8,32,2016W32,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,3,0,11,0,7,0,37,7
2016,8,32,2016W32,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,8,33,2016W33,Magude-Sede,cs_magude,0,0,0,0,,1,,5,1,1,12,0,1,2,12,5,,0,,0,,7,,25,7,1,33,10,28,184,154,516,7
