yr,mon,week,yearwk,us,hfca,mal_notest_a_chw,mal_notest_a_hf,mal_notest_b_chw,mal_notest_b_hf,mal_htz_a_chw,mal_htz_a_hf,mal_htz_b_chw,mal_htz_b_hf,mal_rdt_a_chw,mal_rdt_a_hf,mal_rdt_b_chw,mal_rdt_b_hf,mal_ttal_a_chw,mal_ttal_a_hf,mal_ttal_b_chw,mal_ttal_b_hf,mal_ttas_a_chw,mal_ttas_a_hf,mal_ttas_b_chw,mal_ttas_b_hf,tot_htz_a_chw,tot_htz_a_hf,tot_htz_b_chw,tot_htz_b_hf,tot_rdt_a_chw,tot_rdt_a_hf,tot_rdt_b_chw,tot_rdt_b_hf,tot_a_chw,tot_a_hf,tot_b_chw,tot_b_hf,len
2015,8,33,2015W33,Magude-Sede,cs_magude,,,,,,,,,14,2,30,21,,,,,,,,,,,,,35,46,72,85,72,280,174,693,7
2015,8,33,2015W33,Facazissa,cs_facazissa,,,,,,,,,0,0,7,4,,,,,,,,,,,,,0,13,7,13,2,27,19,56,7
2015,8,33,2015W33,Moine,cs_moine,,,,,,,,,,0,,9,,,,,,,,,,,,,,5,,13,,26,,105,7
2015,8,33,2015W33,Motaze,cs_motaze,,,,,,,,,0,4,0,5,,,,,,,,,,,,,0,14,0,26,12,66,50,136,7
2015,8,33,2015W33,Panjane,cs_panjane,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,1,8,3,0,25,11,80,7
2015,8,33,2015W33,Mahel,cs_mahel,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,0,0,5,0,1,4,22,7
2015,8,33,2015W33,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,12,,9,,62,7
2015,8,33,2015W33,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,2,7,2,15,46,30,7
2015,8,33,2015W33,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,8,33,2015W33,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,8,34,2015W34,Magude-Sede,cs_magude,,,,,,,,,10,8,10,6,,,,,,,,,,,,,22,30,37,39,67,315,153,432,7
2015,8,34,2015W34,Facazissa,cs_facazissa,,,,,,,,,1,0,3,2,,,,,,,,,,,,,3,8,9,15,9,27,17,50,7
2015,8,34,2015W34,Moine,cs_moine,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,,8,,29,,64,7
2015,8,34,2015W34,Motaze,cs_motaze,,,,,,,,,0,3,0,11,,,,,,,,,,,,,0,14,0,31,23,45,73,161,7
2015,8,34,2015W34,Panjane,cs_panjane,,,,,,,,,0,4,0,5,,,,,,,,,,,,,6,19,10,75,0,39,0,86,7
2015,8,34,2015W34,Mahel,cs_mahel,,,,,,,,,0,0,2,0,,,,,,,,,,,,,0,2,2,5,0,6,6,19,7
2015,8,34,2015W34,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,,6,,17,,55,7
2015,8,34,2015W34,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,2,0,,,,,,,,,,,,,4,0,2,7,6,19,18,58,7
2015,8,34,2015W34,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,8,34,2015W34,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,35,2015W35,Magude-Sede,cs_magude,,,,,,,,,21,10,23,13,,,,,,,,,,,,,30,36,47,33,45,237,119,561,7
2015,9,35,2015W35,Facazissa,cs_facazissa,,,,,,,,,1,1,2,2,,,,,,,,,,,,,1,6,2,20,1,23,24,43,7
2015,9,35,2015W35,Moine,cs_moine,,,,,,,,,,2,,2,,,,,,,,,,,,,,8,,3,,28,,57,7
2015,9,35,2015W35,Motaze,cs_motaze,,,,,,,,,0,2,0,6,,,,,,,,,,,,,0,11,0,34,12,44,40,136,7
2015,9,35,2015W35,Panjane,cs_panjane,,,,,,,,,0,4,0,7,,,,,,,,,,,,,0,28,4,62,0,0,0,0,7
2015,9,35,2015W35,Mahel,cs_mahel,,,,,,,,,0,0,4,0,,,,,,,,,,,,,0,1,4,6,0,3,16,28,7
2015,9,35,2015W35,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,4,,16,,70,7
2015,9,35,2015W35,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,4,0,,,,,,,,,,,,,0,2,4,2,0,12,18,38,7
2015,9,35,2015W35,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,35,2015W35,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,36,2015W36,Magude-Sede,cs_magude,,,,,,,,,5,5,15,10,,,,,,,,,,,,,24,28,47,26,36,193,89,452,7
2015,9,36,2015W36,Facazissa,cs_facazissa,,,,,,,,,2,0,10,4,,,,,,,,,,,,,2,6,10,20,4,15,27,58,7
2015,9,36,2015W36,Moine,cs_moine,,,,,,,,,,3,,2,,,,,,,,,,,,,,3,,7,,23,,41,7
2015,9,36,2015W36,Motaze,cs_motaze,,,,,,,,,0,3,0,5,,,,,,,,,,,,,0,3,0,12,7,21,51,74,7
2015,9,36,2015W36,Panjane,cs_panjane,,,,,,,,,4,1,4,3,,,,,,,,,,,,,2,29,10,61,0,1,0,0,7
2015,9,36,2015W36,Mahel,cs_mahel,,,,,,,,,0,1,2,0,,,,,,,,,,,,,0,2,2,0,2,5,10,11,7
2015,9,36,2015W36,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,9,,5,,36,7
2015,9,36,2015W36,Mapulanguene,cs_mapulanguene,,,,,,,,,2,0,2,1,,,,,,,,,,,,,2,2,2,6,4,16,16,32,7
2015,9,36,2015W36,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,36,2015W36,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,37,2015W37,Magude-Sede,cs_magude,,,,,,,,,6,3,14,17,,,,,,,,,,,,,17,18,44,46,45,210,153,590,7
2015,9,37,2015W37,Facazissa,cs_facazissa,,,,,,,,,2,0,3,0,,,,,,,,,,,,,2,2,3,14,4,14,12,44,7
2015,9,37,2015W37,Moine,cs_moine,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,3,,20,,64,7
2015,9,37,2015W37,Motaze,cs_motaze,,,,,,,,,0,1,0,12,,,,,,,,,,,,,0,5,0,20,11,50,49,111,7
2015,9,37,2015W37,Panjane,cs_panjane,,,,,,,,,0,0,0,5,,,,,,,,,,,,,0,12,6,50,6,1,8,0,7
2015,9,37,2015W37,Mahel,cs_mahel,,,,,,,,,0,0,2,0,,,,,,,,,,,,,0,2,2,2,0,6,14,28,7
2015,9,37,2015W37,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,3,,13,,10,,48,7
2015,9,37,2015W37,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,6,1,,,,,,,,,,,,,0,1,8,3,6,9,26,27,7
2015,9,37,2015W37,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,37,2015W37,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,38,2015W38,Magude-Sede,cs_magude,,,,,,,,,2,5,6,12,,,,,,,,,,,,,3,24,10,53,17,188,91,548,7
2015,9,38,2015W38,Facazissa,cs_facazissa,,,,,,,,,1,0,7,0,,,,,,,,,,,,,3,3,19,12,10,19,38,57,7
2015,9,38,2015W38,Moine,cs_moine,,,,,,,,,,0,,7,,,,,,,,,,,,,,1,,12,,21,,73,7
2015,9,38,2015W38,Motaze,cs_motaze,,,,,,,,,0,3,0,7,,,,,,,,,,,,,0,6,0,26,2,70,28,192,7
2015,9,38,2015W38,Panjane,cs_panjane,,,,,,,,,0,2,4,4,,,,,,,,,,,,,2,18,16,69,0,0,0,0,7
2015,9,38,2015W38,Mahel,cs_mahel,,,,,,,,,0,0,4,0,,,,,,,,,,,,,0,0,6,6,0,7,8,30,7
2015,9,38,2015W38,Chicutso,cs_chicutso,,,,,,,,,,0,,3,,,,,,,,,,,,,,2,,17,,7,,46,7
2015,9,38,2015W38,Mapulanguene,cs_mapulanguene,,,,,,,,,0,1,4,8,,,,,,,,,,,,,0,1,6,6,0,13,14,39,7
2015,9,38,2015W38,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,38,2015W38,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,39,2015W39,Magude-Sede,cs_magude,,,,,,,,,5,1,22,10,,,,,,,,,,,,,8,23,35,31,26,185,139,520,7
2015,9,39,2015W39,Facazissa,cs_facazissa,,,,,,,,,1,2,9,3,,,,,,,,,,,,,1,6,29,12,4,51,38,27,7
2015,9,39,2015W39,Moine,cs_moine,,,,,,,,,,0,,2,,,,,,,,,,,,,,10,,7,,24,,56,7
2015,9,39,2015W39,Motaze,cs_motaze,,,,,,,,,0,1,0,3,,,,,,,,,,,,,0,2,0,6,0,15,34,83,7
2015,9,39,2015W39,Panjane,cs_panjane,,,,,,,,,0,1,2,5,,,,,,,,,,,,,2,23,12,88,0,0,0,1,7
2015,9,39,2015W39,Mahel,cs_mahel,,,,,,,,,0,0,0,2,,,,,,,,,,,,,0,1,0,3,8,6,12,29,7
2015,9,39,2015W39,Chicutso,cs_chicutso,,,,,,,,,,0,,5,,,,,,,,,,,,,,2,,18,,14,,51,7
2015,9,39,2015W39,Mapulanguene,cs_mapulanguene,,,,,,,,,0,1,2,8,,,,,,,,,,,,,0,12,2,38,8,0,16,0,7
2015,9,39,2015W39,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,9,39,2015W39,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,1,4,2015W4,Magude-Sede,cs_magude,,,,,,,,,24,9,54,53,,,,,,,,,,,,,30,39,78,194,45,132,143,541,6
2015,1,4,2015W4,Facazissa,cs_facazissa,,,,,,,,,7,4,40,19,,,,,,,,,,,,,7,9,55,41,7,23,114,74,6
2015,1,4,2015W4,Moine,cs_moine,,,,,,,,,,6,,21,,,,,,,,,,,,,,18,,38,,57,,166,6
2015,1,4,2015W4,Motaze,cs_motaze,,,,,,,,,4,14,11,35,,,,,,,,,,,,,7,37,13,91,7,116,24,388,6
2015,1,4,2015W4,Panjane,cs_panjane,,,,,,,,,0,2,0,26,,,,,,,,,,,,,0,10,13,45,1,43,36,129,6
2015,1,4,2015W4,Mahel,cs_mahel,,,,,,,,,0,0,0,5,,,,,,,,,,,,,0,2,0,15,0,4,2,47,6
2015,1,4,2015W4,Chicutso,cs_chicutso,,,,,,,,,,0,,5,,,,,,,,,,,,,,2,,10,,9,,38,6
2015,1,4,2015W4,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,2,,,,,,,,,,,,,2,1,18,2,4,2,34,9,6
2015,1,4,2015W4,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2015,1,4,2015W4,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2015,10,40,2015W40,Magude-Sede,cs_magude,,,,,,,,,1,2,11,6,,,,,,,,,,,,,8,7,14,49,51,155,163,608,7
2015,10,40,2015W40,Facazissa,cs_facazissa,,,,,,,,,6,1,17,0,,,,,,,,,,,,,8,5,17,4,8,22,86,69,7
2015,10,40,2015W40,Moine,cs_moine,,,,,,,,,,1,,2,,,,,,,,,,,,,,2,,8,,26,,64,7
2015,10,40,2015W40,Motaze,cs_motaze,,,,,,,,,0,1,0,1,,,,,,,,,,,,,0,3,0,16,4,19,31,80,7
2015,10,40,2015W40,Panjane,cs_panjane,,,,,,,,,0,0,0,3,,,,,,,,,,,,,6,19,16,66,4,0,5,0,7
2015,10,40,2015W40,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,0,1,8,8,10,28,7
2015,10,40,2015W40,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,3,,6,,33,7
2015,10,40,2015W40,Mapulanguene,cs_mapulanguene,,,,,,,,,4,1,2,10,,,,,,,,,,,,,4,15,2,41,12,0,14,1,7
2015,10,40,2015W40,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,10,40,2015W40,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,10,41,2015W41,Magude-Sede,cs_magude,,,,,,,,,0,3,5,7,,,,,,,,,,,,,0,4,8,28,36,111,115,574,7
2015,10,41,2015W41,Facazissa,cs_facazissa,,,,,,,,,2,3,5,3,,,,,,,,,,,,,2,4,7,22,2,17,30,54,7
2015,10,41,2015W41,Moine,cs_moine,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,4,,19,,76,7
2015,10,41,2015W41,Motaze,cs_motaze,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,4,0,21,4,33,9,131,7
2015,10,41,2015W41,Panjane,cs_panjane,,,,,,,,,0,1,0,5,,,,,,,,,,,,,14,26,12,64,0,0,0,0,7
2015,10,41,2015W41,Mahel,cs_mahel,,,,,,,,,4,0,2,1,,,,,,,,,,,,,4,0,2,4,10,3,14,22,7
2015,10,41,2015W41,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,11,,11,,53,7
2015,10,41,2015W41,Mapulanguene,cs_mapulanguene,,,,,,,,,6,0,6,7,,,,,,,,,,,,,6,17,6,58,12,0,26,2,7
2015,10,41,2015W41,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,10,41,2015W41,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,10,42,2015W42,Magude-Sede,cs_magude,,,,,,,,,1,0,4,11,,,,,,,,,,,,,3,10,11,46,39,181,173,787,7
2015,10,42,2015W42,Facazissa,cs_facazissa,,,,,,,,,0,1,2,4,,,,,,,,,,,,,0,3,2,20,2,21,7,60,7
2015,10,42,2015W42,Moine,cs_moine,,,,,,,,,,0,,1,,,,,,,,,,,,,,0,,4,,25,,82,7
2015,10,42,2015W42,Motaze,cs_motaze,,,,,,,,,0,3,0,8,,,,,,,,,,,,,0,11,0,24,6,36,12,103,7
2015,10,42,2015W42,Panjane,cs_panjane,,,,,,,,,0,2,2,5,,,,,,,,,,,,,14,16,26,74,3,0,6,0,7
2015,10,42,2015W42,Mahel,cs_mahel,,,,,,,,,0,0,4,0,,,,,,,,,,,,,0,1,8,4,0,5,18,29,7
2015,10,42,2015W42,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,12,,10,,48,7
2015,10,42,2015W42,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,6,1,,,,,,,,,,,,,0,1,12,10,2,14,28,50,7
2015,10,42,2015W42,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,10,42,2015W42,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,10,43,2015W43,Magude-Sede,cs_magude,,,,,,,,,3,1,4,9,,,,,,,,,,,,,6,11,10,56,44,200,131,954,7
2015,10,43,2015W43,Facazissa,cs_facazissa,,,,,,,,,0,0,1,2,,,,,,,,,,,,,16,0,13,11,12,10,26,76,7
2015,10,43,2015W43,Moine,cs_moine,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,,2,,34,,85,7
2015,10,43,2015W43,Motaze,cs_motaze,,,,,,,,,0,1,0,7,,,,,,,,,,,,,0,4,0,26,4,19,13,103,7
2015,10,43,2015W43,Panjane,cs_panjane,,,,,,,,,0,2,0,4,,,,,,,,,,,,,0,19,0,63,0,0,0,0,7
2015,10,43,2015W43,Mahel,cs_mahel,,,,,,,,,0,0,0,2,,,,,,,,,,,,,0,2,0,2,0,7,14,24,7
2015,10,43,2015W43,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,2,,5,,9,,45,7
2015,10,43,2015W43,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,0,0,3,2,5,16,39,7
2015,10,43,2015W43,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,10,43,2015W43,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,11,44,2015W44,Magude-Sede,cs_magude,,,,,,,,,3,0,9,1,,,,,,,,,,,,,6,19,20,36,43,162,157,635,7
2015,11,44,2015W44,Facazissa,cs_facazissa,,,,,,,,,1,4,2,6,,,,,,,,,,,,,1,9,42,31,9,26,43,82,7
2015,11,44,2015W44,Moine,cs_moine,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,,10,,31,,102,7
2015,11,44,2015W44,Motaze,cs_motaze,,,,,,,,,0,1,0,1,,,,,,,,,,,,,0,2,0,12,4,14,12,86,7
2015,11,44,2015W44,Panjane,cs_panjane,,,,,,,,,0,2,0,5,,,,,,,,,,,,,0,21,10,57,14,0,9,0,7
2015,11,44,2015W44,Mahel,cs_mahel,,,,,,,,,2,0,2,0,,,,,,,,,,,,,2,2,2,1,4,10,12,28,7
2015,11,44,2015W44,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,5,,2,,41,7
2015,11,44,2015W44,Mapulanguene,cs_mapulanguene,,,,,,,,,2,0,2,0,,,,,,,,,,,,,2,1,2,5,16,8,24,36,7
2015,11,44,2015W44,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,11,44,2015W44,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,11,45,2015W45,Magude-Sede,cs_magude,,,,,,,,,5,0,3,11,,,,,,,,,,,,,15,25,12,43,33,200,95,633,7
2015,11,45,2015W45,Facazissa,cs_facazissa,,,,,,,,,0,2,0,2,,,,,,,,,,,,,0,2,0,10,8,27,32,90,7
2015,11,45,2015W45,Moine,cs_moine,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,2,,33,,103,7
2015,11,45,2015W45,Motaze,cs_motaze,,,,,,,,,0,1,0,0,,,,,,,,,,,,,0,1,0,7,4,18,20,82,7
2015,11,45,2015W45,Panjane,cs_panjane,,,,,,,,,1,5,1,7,,,,,,,,,,,,,5,39,21,83,7,0,10,0,7
2015,11,45,2015W45,Mahel,cs_mahel,,,,,,,,,0,0,4,1,,,,,,,,,,,,,0,0,4,5,2,3,8,24,7
2015,11,45,2015W45,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,4,,4,,26,,54,7
2015,11,45,2015W45,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,6,0,,,,,,,,,,,,,0,2,6,14,2,24,16,80,7
2015,11,45,2015W45,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,11,45,2015W45,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,11,46,2015W46,Magude-Sede,cs_magude,,,,,,,,,1,9,8,2,,,,,,,,,,,,,3,11,13,25,41,157,119,328,7
2015,11,46,2015W46,Facazissa,cs_facazissa,,,,,,,,,2,0,0,2,,,,,,,,,,,,,2,0,7,7,8,22,18,67,7
2015,11,46,2015W46,Moine,cs_moine,,,,,,,,,,1,,2,,,,,,,,,,,,,,3,,8,,25,,68,7
2015,11,46,2015W46,Motaze,cs_motaze,,,,,,,,,0,0,0,3,,,,,,,,,,,,,4,0,3,3,12,9,25,27,7
2015,11,46,2015W46,Panjane,cs_panjane,,,,,,,,,0,4,0,6,,,,,,,,,,,,,2,22,12,79,0,1,0,1,7
2015,11,46,2015W46,Mahel,cs_mahel,,,,,,,,,0,0,2,1,,,,,,,,,,,,,0,0,4,3,0,10,6,17,7
2015,11,46,2015W46,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,3,,9,,13,,57,7
2015,11,46,2015W46,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,4,0,,,,,,,,,,,,,2,1,6,3,2,10,12,32,7
2015,11,46,2015W46,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,11,46,2015W46,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,11,47,2015W47,Magude-Sede,cs_magude,,,,,,,,,4,2,8,3,,,,,,,,,,,,,6,24,19,43,34,193,115,421,7
2015,11,47,2015W47,Facazissa,cs_facazissa,,,,,,,,,6,0,21,4,,,,,,,,,,,,,7,0,22,6,9,23,79,76,7
2015,11,47,2015W47,Moine,cs_moine,,,,,,,,,,1,,0,,,,,,,,,,,,,,2,,2,,21,,81,7
2015,11,47,2015W47,Motaze,cs_motaze,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,1,0,5,1,22,25,51,7
2015,11,47,2015W47,Panjane,cs_panjane,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,2,14,7,0,19,0,73,7
2015,11,47,2015W47,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,0,2,1,6,3,16,21,7
2015,11,47,2015W47,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,2,,12,,38,7
2015,11,47,2015W47,Mapulanguene,cs_mapulanguene,,,,,,,,,0,1,0,1,,,,,,,,,,,,,2,2,2,4,8,6,16,43,7
2015,11,47,2015W47,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,11,47,2015W47,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,12,48,2015W48,Magude-Sede,cs_magude,,,,,,,,,1,1,1,1,,,,,,,,,,,,,4,50,11,58,13,160,56,564,7
2015,12,48,2015W48,Facazissa,cs_facazissa,,,,,,,,,0,1,2,5,,,,,,,,,,,,,2,2,16,9,8,25,32,112,7
2015,12,48,2015W48,Moine,cs_moine,,,,,,,,,,1,,0,,,,,,,,,,,,,,3,,11,,37,,117,7
2015,12,48,2015W48,Motaze,cs_motaze,,,,,,,,,0,18,0,101,,,,,,,,,,,,,0,3,0,25,3,38,20,204,7
2015,12,48,2015W48,Panjane,cs_panjane,,,,,,,,,0,0,4,0,,,,,,,,,,,,,0,3,6,17,0,17,0,60,7
2015,12,48,2015W48,Mahel,cs_mahel,,,,,,,,,0,0,0,1,,,,,,,,,,,,,2,0,2,5,2,8,14,43,7
2015,12,48,2015W48,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,2,,8,,12,,61,7
2015,12,48,2015W48,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,2,0,2,7,6,7,20,41,7
2015,12,48,2015W48,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,12,48,2015W48,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,12,49,2015W49,Magude-Sede,cs_magude,,,,,,,,,1,0,4,6,,,,,,,,,,,,,3,29,11,32,19,178,47,463,7
2015,12,49,2015W49,Facazissa,cs_facazissa,,,,,,,,,0,1,0,0,,,,,,,,,,,,,0,1,0,2,0,21,0,33,7
2015,12,49,2015W49,Moine,cs_moine,,,,,,,,,,0,,2,,,,,,,,,,,,,,3,,2,,13,,50,7
2015,12,49,2015W49,Motaze,cs_motaze,,,,,,,,,0,21,0,70,,,,,,,,,,,,,0,0,0,2,0,0,5,15,7
2015,12,49,2015W49,Panjane,cs_panjane,,,,,,,,,2,0,0,0,,,,,,,,,,,,,4,3,4,9,0,26,2,64,7
2015,12,49,2015W49,Mahel,cs_mahel,,,,,,,,,0,0,2,3,,,,,,,,,,,,,0,2,4,6,4,5,18,16,7
2015,12,49,2015W49,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,4,,1,,24,7
2015,12,49,2015W49,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,2,1,,,,,,,,,,,,,0,0,4,9,4,7,18,54,7
2015,12,49,2015W49,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,12,49,2015W49,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,1,5,2015W5,Magude-Sede,cs_magude,,,,,,,,,34,6,73,73,,,,,,,,,,,,,36,25,89,115,56,71,155,561,6
2015,1,5,2015W5,Facazissa,cs_facazissa,,,,,,,,,2,1,5,4,,,,,,,,,,,,,2,9,14,17,2,15,39,54,6
2015,1,5,2015W5,Moine,cs_moine,,,,,,,,,,5,,21,,,,,,,,,,,,,,12,,38,,42,,132,6
2015,1,5,2015W5,Motaze,cs_motaze,,,,,,,,,6,16,15,61,,,,,,,,,,,,,6,16,21,61,10,87,42,120,6
2015,1,5,2015W5,Panjane,cs_panjane,,,,,,,,,0,1,2,4,,,,,,,,,,,,,0,11,2,18,0,33,16,187,6
2015,1,5,2015W5,Mahel,cs_mahel,,,,,,,,,0,0,0,4,,,,,,,,,,,,,0,0,0,14,0,3,0,36,6
2015,1,5,2015W5,Chicutso,cs_chicutso,,,,,,,,,,1,,2,,,,,,,,,,,,,,1,,4,,9,,24,6
2015,1,5,2015W5,Mapulanguene,cs_mapulanguene,,,,,,,,,0,21,2,45,,,,,,,,,,,,,2,0,2,1,2,2,46,6,6
2015,1,5,2015W5,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2015,1,5,2015W5,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2015,12,50,2015W50,Magude-Sede,cs_magude,,,,,,,,,3,1,6,3,,,,,,,,,,,,,12,5,22,54,22,179,66,537,7
2015,12,50,2015W50,Facazissa,cs_facazissa,,,,,,,,,0,0,1,1,,,,,,,,,,,,,0,3,1,8,0,27,6,77,7
2015,12,50,2015W50,Moine,cs_moine,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,,4,,15,,58,7
2015,12,50,2015W50,Motaze,cs_motaze,,,,,,,,,0,5,0,27,,,,,,,,,,,,,0,0,0,0,3,3,20,10,7
2015,12,50,2015W50,Panjane,cs_panjane,0,0,0,0,,0,,0,1,0,2,0,0,0,2,0,,0,,0,,0,,0,7,3,14,2,1,24,3,46,7
2015,12,50,2015W50,Mahel,cs_mahel,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,1,0,8,0,5,2,28,7
2015,12,50,2015W50,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,5,,6,,15,,43,7
2015,12,50,2015W50,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,0,4,0,13,6,40,7
2015,12,50,2015W50,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,12,50,2015W50,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,12,51,2015W51,Magude-Sede,cs_magude,,,,,,,,,1,4,7,20,,,,,,,,,,,,,10,33,20,37,51,182,125,779,7
